;ID;nome;nome_completo;idade;altura;peso;nacionalidade;overall;potencial;crescimento;total_stats;base_stats;posicoes;posicao_preferida;clube;valor_euro;salario_euro;passe_euro;posicao_clube;fim_contrato;numero_camisa;entrou_no_clube;emprestimo;selecao;posicao_selecao;numero_selecao;pe;dedicacao_ataque;dedicacao_defesa;velocidade_total;chute_total;ultrapassagem_total;drible_total;defesa_total;fisico_total;cruzamento;finalizacao;cabeceio;passe_curto;voleio;firula;curva;falta;passe_longo;controle_bola;aceleracao;explosao;agilidade;reacao;equilibrio;forca_chute;pulo;stamina;forca;chute_longo;agressividade;interceptacao;posicionamento;visao_jogo;penaltis;calma;marcacao;combate;carrinho;GK_mergulho;GK_maos;GK_chute;GK_posicionamento;GK_reflexos
3989;237631;L. Mothiba;Lebo Mothiba;25;182;76;South Africa;71;76;5;1725;368;ST;ST;RC Strasbourg Alsace;2800000;16000;5800000;RES;2023.0;12.0;2018;False;Fora;;;Direito;Alta;Média;70;72;60;70;27;69;54;73;70;66;69;71;59;51;53;71;69;70;61;69;66;71;71;69;74;69;55;24;76;61;68;75;32;15;12;14;14;11;7;10
3497;233250;Y. Suzuki;Yuma Suzuki;25;182;75;Japan;72;76;4;1843;389;ST;ST;Sint-Truidense VV;3300000;12000;5000000;ST;2023.0;9.0;2019;False;Fora;;;Direito;Alta;Média;70;71;65;68;44;71;67;74;78;68;70;68;57;45;62;68;71;70;68;70;68;69;77;82;65;64;71;38;77;68;72;74;40;48;25;14;5;8;8;8
3518;231344;M. Koné;Moussa Koné;24;175;68;Senegal;72;76;4;1759;387;ST;ST;Nîmes Olympique;3400000;6000;6400000;ST;2023.0;28.0;2020;False;Fora;;;Direito;Alta;Média;91;68;57;74;32;65;53;73;60;69;61;72;56;27;46;74;91;91;82;73;78;59;76;69;66;67;57;31;77;55;70;69;33;27;21;9;12;5;12;7
3531;224438;A. Buksa;Adam Buksa;24;191;77;Poland;72;76;4;1721;371;ST;ST;New England Revolution;3400000;6000;5400000;SUB;2022.0;9.0;2020;False;Poland;RES;7.0;Esquerdo;Média;Baixa;68;71;56;68;31;77;47;75;76;64;65;68;52;46;44;71;66;70;64;72;44;74;85;75;80;61;68;24;75;63;67;70;31;23;21;7;13;10;6;14
3892;225289;N. Fernández;Nicolás Fernández;25;165;66;Argentina;71;76;5;1803;379;ST,LW,RW;ST;San Lorenzo de Almagro;2800000;10000;4400000;LW;2023.0;29.0;2020;False;Fora;;;Direito;Alta;Baixa;85;70;60;75;31;58;60;73;69;64;65;74;57;47;50;70;89;82;85;73;87;66;85;75;47;67;55;29;74;66;67;72;25;27;25;7;14;10;11;8
4555;221168;D. Kownacki;Dawid Kownacki;24;186;75;Poland;71;76;5;1758;377;ST,LM;ST;Fortuna Düsseldorf;2900000;15000;4900000;SUB;2023.0;9.0;2019;False;Fora;;;Direito;Média;Média;77;71;60;71;31;67;54;71;65;67;63;71;55;32;59;70;78;77;76;70;67;78;70;68;68;62;61;43;75;62;75;71;30;18;16;15;13;9;9;11
4340;225317;K. Nisbet;Kevin Nisbet;24;180;77;Scotland;71;75;4;1835;386;ST;ST;Hibernian;2700000;6000;4900000;ST;2024.0;15.0;2020;False;Scotland;SUB;19.0;Direito;Alta;Alta;75;71;63;68;38;71;53;73;68;66;67;66;65;65;59;68;77;74;70;71;74;72;69;75;72;66;66;45;73;68;67;69;30;34;32;7;13;10;7;13
4510;244368;A. Besedin;Artem Besedin;25;185;76;Ukraine;71;75;4;1608;358;ST;ST;Dynamo Kyiv;2600000;700;5900000;RES;2024.0;41.0;2017;False;Fora;;;Direito;Alta;Alta;72;67;48;67;41;63;33;69;75;67;62;70;37;27;32;65;75;69;55;75;57;66;63;66;75;65;31;40;80;49;57;68;38;37;31;6;8;15;5;8
4315;233299;Felipe Vizeu;Felipe dos Reis Vizeu do Carmo;24;184;82;Brazil;71;75;4;1712;364;ST,CF;ST;Yokohama FC;2700000;11000;0;RF;2022.0;50.0;2018;True;Fora;;;Esquerdo;Alta;Média;72;71;55;68;29;69;45;70;72;60;72;66;57;45;52;71;70;73;67;67;65;78;66;61;79;65;55;25;73;60;68;71;20;24;38;6;10;9;12;11
3918;213418;C. Akpom;Chuba Akpom;25;186;81;England;71;75;4;1714;376;ST;ST;PAOK;2600000;950;5900000;SUB;2023.0;47.0;2020;False;Fora;;;Direito;Média;Baixa;83;70;52;70;28;73;48;70;68;59;66;68;42;37;46;71;81;84;78;69;63;75;83;73;80;66;52;29;72;55;62;70;17;29;19;8;15;10;6;13
4552;220031;O. McBurnie;Oli McBurnie;25;191;77;Scotland;71;75;4;1701;360;ST;ST;Sheffield United;2600000;19000;5100000;SUB;2023.0;9.0;2019;False;Fora;;;Direito;Média;Média;55;70;57;68;34;76;40;72;77;69;72;69;42;31;55;73;55;55;55;72;54;77;77;69;79;58;77;28;71;66;65;68;32;29;20;13;11;12;13;13
